#LimitAlarmDefinitions;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LocationPath,Name,UpdateRate,ReturnToNormalEnable,ReturnToNormalMessageBody,DeadBand,LoLoEnable,LoLoValue,LoLoMessageBody,LoLoSeverity,LoLoAckRequired,LoEnable,LoValue,LoMessageBody,LoSeverity,LoAckRequired,HiEnable,HiValue,HiMessageBody,HiSeverity,HiAckRequired,HiHiEnable,HiHiValue,HiHiMessageBody,HiHiSeverity,HiHiAckRequired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,Auto_BTThap_PT6,,Yes,M1169,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,Hand_AirThap_PT7,,Yes,M170,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,Auto_AirThap_PT7,,Yes,M1171,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,Hand_San_PT8,,Yes,M172,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,Auto_San_PT8,,Yes,M1173,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,BT_Start_QH_PT9,,Yes,M1174,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,BT_Stop_QH_PT9,,Yes,M1175,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,Hand_VTLL_PT10,,Yes,M176,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,Auto_VTLL_PT10,,Yes,M1177,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,SW_Auto_AirLock_LL,,Yes,M251,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,SW_Hand_AirLock_LL,,Yes,M252,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,BT_Rst_Alarm_PTEV,,Yes,M1265,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,PL1_BTCL_PT1,,Yes,Y329,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,PL_BTRV_PT3,,Yes,Y492,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,PL_BTT_PT4,,Yes,Y494,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,PL_BTTP_PT11,,Yes,Y49A,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,PL_Pump_PT5,,Yes,Y49E,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,PL_BTThap_PT6,,Yes,M3150,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,PL_AirThap_PT7,,Yes,M3151,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,PL_San_PT8,,Yes,M3152,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,PL_QH_PT9,,Yes,Y496,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,PL_VTLL_PT10,,Yes,M3153,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,PL_Pump_PT2,,Yes,M3154,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,PL_VTHA,,Yes,M3165,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,PL_AirLock_LL,,Yes,M3167,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,PL_OVL1_BTCL_PT1,,Yes,Y32A,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,PL_OVL_BTRV_PT3,,Yes,Y493,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,PL_OVL_BTT_PT4,,Yes,Y495,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,PL_OVL_BTTP_PT11,,Yes,Y49B,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,PL_OVL_Pump_PT5,,Yes,M3196,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,PL_OVL_BTThap_PT6,,Yes,M3197,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,PL_OVL_AirThap_PT7,,Yes,M3198,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,PL_OVL_San_PT8,,Yes,M3199,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,PL_OVL_QH_PT9,,Yes,Y497,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,PL_OVL_VTLL_PT10,,Yes,M3200,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,PL_OVL_Pump_PT2,,Yes,M3201,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,PL_OVL_AirLock_LL,,Yes,M3213,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,PL_OVL_VTHA,,Yes,M3211,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,ALARM_PTEV,,Yes,Y49D,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,SCADA_PTEV,,Yes,Y49C,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,Current_Digital_BTCL_PT1,,Yes,D333,"Read, Write",No,,No,,,,REAL,No,No,Yes,1000ms,No,,,,No,0,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,Current_Digital_BTRV_PT3,,Yes,D323,"Read, Write",No,,No,,,,REAL,No,No,Yes,1000ms,No,,,,No,0,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,Current_Digital_BTTP_PT11,,Yes,D328,"Read, Write",No,,No,,,,REAL,No,No,Yes,1000ms,No,,,,No,0,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,Current_Digital_Pump_PT5,,Yes,D388,"Read, Write",No,,No,,,,REAL,No,No,Yes,1000ms,No,,,,No,0,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,Current_Digital_BTThap_PT6,,Yes,D393,"Read, Write",No,,No,,,,REAL,No,No,Yes,1000ms,No,,,,No,0,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,Current_Digital_San_PT8,,Yes,D398,"Read, Write",No,,No,,,,REAL,No,No,Yes,1000ms,No,,,,No,0,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,Current_Digital_QH_PT9,,Yes,D273,"Read, Write",No,,No,,,,REAL,No,No,Yes,1000ms,No,,,,No,0,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,Current_Digital_QH_HA,,Yes,D428,"Read, Write",No,,No,,,,REAL,No,No,Yes,1000ms,No,,,,No,0,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,Time_OpenVavle_PT5,,Yes,D630,"Read, Write",No,,No,,,,WORD,No,No,Yes,1000ms,No,,,,No,0,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,Time_CloseVavle_PT5,,Yes,D633,"Read, Write",No,,No,,,,WORD,No,No,Yes,1000ms,No,,,,No,0,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,In_Percent_OverFloat1,,Yes,D635,"Read, Write",No,,No,,,,WORD,No,No,Yes,1000ms,No,,,,No,0,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,In_Percent_OverFloat2,,Yes,D636,"Read, Write",No,,No,,,,WORD,No,No,Yes,1000ms,No,,,,No,0,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_PTEV\PTEV,In_Percent_OverFloat3,,Yes,D637,"Read, Write",No,,No,,,,WORD,No,No,Yes,1000ms,No,,,,No,0,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
